year,stateabbr_c,statedesc_c,locationname_c,locationid_c,totalpopulation_c,geolocation_c,sca_release_id_c,msa_c,msa_code,state_c,short_name_c,source_dataset_c,year_coverage_c,latitude_n,longitude_n,name_n,cldd_n,dt00_n,dt32_n,dx32_n,dx70_n,dx90_n,emnt_n,emxt_n,htdd_n,prcp_n,tavg_n,tmax_n,tmin_n,tsun_n,msa_n,msa_u,total_population_u,median_age_u,pct_male_u,pct_female_u,cbsa_code_u,median_household_income_u,pct_bachelors_plus_u,pct_graduate_degree_u,pct_less_than_hs_u,pct_white_u,pct_black_u,pct_hispanic_u,pct_asian_u,CASTHMA,CHD,COPD,LPA,MHLTH,OBESITY,PHLTH,STROKE
2014,AK,Alaska,Anchorage,203000,"291,826","(61.149868731, -149.111113424)",2014_500_Cities_2016_release,"Anchorage, AK Metro Area",112.0,AK,Anchorage,cities,10,61.1561,-149.9847,"ANCHORAGE FORECAST OFFICE, AK US",1.1,0.0,192.0,85.0,17.0,0.0,-17.2,24.4,5289.5,486.4,4.23,8.04,0.41,,"Anchorage, AK Metro Area","Anchorage, AK Metro Area",392021.0,33.0,51.2,48.8,11260.0,76453.0,8.0,17.6,2.3,66.0,4.4,7.3,6.6,8.6,5.0,5.0,19.2,9.4,27.7,9.9,2.6
2014,AL,Alabama,Birmingham,107000,"212,237","(33.5275663773, -86.7988174678)",2014_500_Cities_2016_release,"Birmingham, AL Metro Area",136.0,AL,Birmingham,cities,10,33.56545,-86.7449,"BIRMINGHAM AIRPORT, AL US",1166.0,0.0,65.0,4.0,218.0,58.0,-13.8,37.2,1688.3,1264.4,16.88,22.86,10.91,,"Birmingham, AL Metro Area",,,,,,,,,,,,,,,11.4,7.6,9.4,31.7,17.0,39.0,18.3,5.0
2014,AL,Alabama,Huntsville,137000,"180,105","(34.6989692671, -86.6387042882)",2014_500_Cities_2016_release,"Huntsville, AL Metro Area",259.0,AL,Huntsville,cities,10,34.64406,-86.78615,"HUNTSVILLE INTNL AIRPORT, AL US",1107.5,0.0,67.0,7.0,214.0,59.0,-15.5,36.1,1948.1,1358.3,16.14,22.1,10.18,,"Huntsville, AL Metro Area","Huntsville, AL Metro Area",430396.0,37.9,49.3,50.7,26620.0,55881.0,6.9,22.7,3.8,68.2,21.5,4.9,2.2,9.6,6.7,7.5,24.9,14.0,32.0,13.9,3.2
2014,AL,Alabama,Mobile,150000,"195,111","(30.6776248648, -88.1184482714)",2014_500_Cities_2016_release,"Mobile, AL Metro Area",333.0,AL,Mobile,cities,10,30.61465,-88.06301,"MOBILE DOWNTOWN AIRPORT, AL US",1367.0,0.0,23.0,0.0,242.0,72.0,-8.2,37.2,1097.6,1664.3,19.08,24.42,13.73,,"Mobile, AL Metro Area","Mobile, AL Metro Area",414045.0,36.9,47.9,52.1,33660.0,43844.0,6.7,13.2,4.5,58.4,34.9,2.6,1.9,10.7,7.6,8.7,27.4,15.8,37.6,16.3,4.1
2014,AL,Alabama,Montgomery,151000,"205,764","(32.3472645333, -86.2677059552)",2014_500_Cities_2016_release,"Montgomery, AL Metro Area",337.0,AL,Montgomery,cities,10,32.2997,-86.40745,"MONTGOMERY AIRPORT, AL US",1360.4,0.0,50.0,2.0,257.0,105.0,-11.6,37.8,1304.7,1235.0,18.36,25.01,11.71,,"Montgomery, AL Metro Area","Montgomery, AL Metro Area",375225.0,36.1,48.0,52.0,33860.0,46977.0,6.2,16.0,5.2,50.5,43.0,3.1,1.7,10.8,7.2,8.6,27.9,15.5,36.8,16.2,4.1
2014,AL,Alabama,Tuscaloosa,177256,"90,468","(33.2336083951, -87.5268004073)",2014_500_Cities_2016_release,"Tuscaloosa, AL Metro Area",452.0,AL,Tuscaloosa,cities,10,33.21217,-87.61552,"TUSCALOOSA AIRPORT ASOS, AL US",1218.9,0.0,61.0,3.0,235.0,89.0,-12.7,37.2,1567.6,1267.2,17.32,23.85,10.8,,"Tuscaloosa, AL Metro Area","Tuscaloosa, AL Metro Area",233692.0,32.9,48.2,51.8,46220.0,43567.0,5.6,14.1,4.5,61.6,33.2,2.8,1.2,10.9,7.4,9.1,28.6,15.9,38.5,16.6,4.1
2014,AR,Arkansas,Fayetteville,523290,"73,580","(36.0712117312, -94.1659600436)",2014_500_Cities_2016_release,"Fayetteville-Springdale-Rogers, AR Metro Area",215.0,AR,"Fayetteville, AR",cities,10,36.01027,-94.16824,"FAYETTEVILLE DRAKE FIELD, AR US",663.8,4.0,115.0,13.0,180.0,22.0,-19.3,36.7,2683.9,993.0,12.96,19.32,6.6,,"Fayetteville-Springdale-Rogers, AR Metro Area",,,,,,,,,,,,,,,8.9,6.8,7.1,25.0,12.5,30.4,12.9,2.8
2014,AR,Arkansas,Jonesboro,535710,"67,263","(35.8208121538, -90.6794991686)",2014_500_Cities_2016_release,"Jonesboro, AR Metro Area",273.0,AR,Jonesboro,cities,10,35.83567,-90.64424,"JONESBORO MUNICIPAL AIRPORT, AR US",,,,,,,,,,1122.3,,,,,"Jonesboro, AR Metro Area","Jonesboro, AR Metro Area",124194.0,34.6,48.9,51.1,27860.0,40358.0,5.3,14.0,5.6,80.7,12.5,4.1,0.9,9.4,7.4,8.0,30.1,13.9,32.9,14.6,3.2
2014,AR,Arkansas,Little Rock,541000,"193,524","(34.7253957894, -92.3583751863)",2014_500_Cities_2016_release,"Little Rock-North Little Rock-Conway, AR Metro Area",307.0,AR,Little Rock,cities,10,34.72727,-92.2358,"LITTLE ROCK AIRPORT ADAMS FIELD, AR US",1114.6,0.0,69.0,6.0,210.0,58.0,-12.7,36.1,1947.9,1222.7,16.12,21.77,10.47,,"Little Rock-North Little Rock-Conway, AR Metro Area","Little Rock-North Little Rock-Conway, AR Metro Area",716849.0,36.0,48.5,51.5,30780.0,49179.0,5.8,18.2,3.6,69.0,22.5,4.9,1.5,9.3,6.7,6.7,26.7,12.5,31.0,12.9,3.4
2014,AZ,Arizona,Phoenix,455000,"1,445,632","(33.5724138695, -112.088995222)",2014_500_Cities_2016_release,"Phoenix-Mesa-Chandler, AZ Metro Area",370.0,AZ,Phoenix,cities,10,33.4278,-112.00365,"PHOENIX AIRPORT, AZ US",2766.0,0.0,0.0,0.0,328.0,179.0,1.7,46.7,317.4,212.9,25.06,31.58,18.55,,"Phoenix-Mesa-Chandler, AZ Metro Area",,,,,,,,,,,,,,,10.2,6.1,7.1,24.1,13.1,30.1,13.8,3.1
2014,AZ,Arizona,Tucson,477000,"520,116","(32.1567244483, -110.877085494)",2014_500_Cities_2016_release,"Tucson, AZ Metro Area",450.0,AZ,Tucson,cities,10,32.13153,-110.95638,"TUCSON INTERNATIONAL AIRPORT, AZ US",1976.2,0.0,6.0,0.0,321.0,158.0,-2.1,42.2,515.8,259.2,22.3,29.79,14.81,,"Tucson, AZ Metro Area","Tucson, AZ Metro Area",993144.0,37.9,49.2,50.8,46060.0,46233.0,7.9,18.0,5.0,54.1,3.2,35.4,2.6,10.4,6.1,7.4,22.6,13.3,30.4,13.8,3.1
2014,AZ,Arizona,Yuma,485540,"93,064","(32.5986027117, -114.54836837)",2014_500_Cities_2016_release,"Yuma, AZ Metro Area",486.0,AZ,Yuma,cities,10,32.65,-114.61667,"YUMA MCAS, AZ US",,,,,,,,,217.0,69.3,,,,,"Yuma, AZ Metro Area","Yuma, AZ Metro Area",201453.0,33.6,50.9,49.1,49740.0,41380.0,6.8,8.9,14.2,34.0,1.8,60.7,1.2,9.4,6.4,7.0,24.9,13.2,33.3,14.0,3.1
2014,CA,California,Bakersfield,603526,"347,483","(35.3513302855, -119.029786003)",2014_500_Cities_2016_release,"Bakersfield-Delano, CA Metro Area",123.0,CA,Bakersfield,cities,10,35.43424,-119.05524,"BAKERSFIELD AIRPORT, CA US",1627.2,0.0,0.0,0.0,272.0,138.0,0.6,43.3,859.1,102.4,20.78,27.6,13.97,,"Bakersfield-Delano, CA Metro Area",,,,,,,,,,,,,,,9.1,6.2,6.4,27.1,13.5,30.3,14.3,3.1
2014,CA,California,Chico,613014,"86,187","(39.7568503668, -121.815983972)",2014_500_Cities_2016_release,"Chico, CA Metro Area",168.0,CA,Chico,cities,10,39.8716,-121.6108,"DE SABLA, CA US",645.0,0.0,20.0,0.0,203.0,70.0,-3.3,38.9,,1703.1,15.63,22.72,8.54,,"Chico, CA Metro Area","Chico, CA Metro Area",221578.0,36.9,49.5,50.5,17020.0,43165.0,8.9,17.2,4.6,74.2,1.4,14.9,4.2,9.4,5.8,6.5,20.6,13.0,27.1,12.7,2.8
2014,CA,California,Fresno,627000,"494,665","(36.7826786711, -119.794126569)",2014_500_Cities_2016_release,"Fresno, CA Metro Area",224.0,CA,Fresno,cities,10,36.77999,-119.72016,"FRESNO YOSEMITE INTERNATIONAL, CA US",1601.1,0.0,4.0,0.0,263.0,142.0,-0.5,43.3,856.1,189.8,20.55,27.59,13.52,,"Fresno, CA Metro Area","Fresno, CA Metro Area",948844.0,31.2,49.9,50.1,23420.0,45201.0,7.1,12.3,16.1,31.6,4.8,51.2,9.5,9.6,6.6,7.1,30.3,14.8,28.7,16.2,3.4
2014,CA,California,Los Angeles,644000,"3,792,621","(34.1182277898, -118.408500088)",2014_500_Cities_2016_release,"Los Angeles-Long Beach-Anaheim, CA Metro Area",311.0,CA,Los Angeles,cities,10,34.0236,-118.2911,"LOS ANGELES DOWNTOWN USC, CA US",937.8,0.0,0.0,0.0,295.0,32.0,3.9,39.4,354.8,248.3,20.03,25.32,14.74,,"Los Angeles-Long Beach-Anaheim, CA Metro Area","Los Angeles-Long Beach-Anaheim, CA Metro Area",13060534.0,35.6,49.3,50.7,31080.0,60337.0,6.4,20.6,12.0,30.9,6.5,44.8,14.9,8.5,6.0,5.7,25.1,13.0,26.7,14.7,3.1
2014,CA,California,Merced,646898,"78,958","(37.3055863217, -120.477710571)",2014_500_Cities_2016_release,"Merced, CA Metro Area",324.0,CA,Merced,cities,10,37.28597,-120.51788,"MERCED MUNICIPAL AIRPORT, CA US",1166.8,0.0,18.0,0.0,253.0,127.0,-0.5,41.7,1209.8,221.8,18.78,26.6,10.95,,"Merced, CA Metro Area","Merced, CA Metro Area",261609.0,30.2,50.4,49.6,32900.0,43066.0,6.5,7.7,20.4,30.5,3.3,56.3,7.4,9.7,6.8,7.3,30.2,15.0,31.6,17.0,3.5
2014,CA,California,Modesto,648354,"201,165","(37.6615478221, -120.988548061)",2014_500_Cities_2016_release,"Modesto, CA Metro Area",334.0,CA,Modesto,cities,10,37.62544,-120.95492,"MODESTO AIRPORT, CA US",1005.0,0.0,16.0,0.0,240.0,99.0,-1.0,41.1,1121.3,335.6,18.5,25.72,11.28,,"Modesto, CA Metro Area","Modesto, CA Metro Area",522794.0,33.3,49.5,50.5,33700.0,49573.0,6.5,10.1,12.9,45.4,2.5,43.0,5.1,9.3,6.3,6.8,25.6,14.0,30.0,14.7,3.1
2014,CA,California,Napa,650258,"76,915","(38.2980424649, -122.301093331)",2014_500_Cities_2016_release,"Napa, CA Metro Area",344.0,CA,Napa,cities,10,38.2075,-122.28041,"NAPA CO AIRPORT, CA US",135.8,0.0,23.0,0.0,213.0,17.0,-4.3,36.7,1666.4,532.3,14.83,21.87,7.79,,"Napa, CA Metro Area","Napa, CA Metro Area",139253.0,40.3,49.8,50.2,34900.0,70925.0,8.2,19.8,11.2,55.0,2.0,33.0,7.3,8.8,5.7,5.9,21.6,12.3,26.1,12.4,2.6
2014,CA,California,Oxnard,654652,"197,899","(34.1959237731, -119.18187657)",2014_500_Cities_2016_release,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",362.0,CA,Oxnard,cities,10,34.20012,-119.20417,"OXNARD VENTURA CO AIRPORT, CA US",,0.0,0.0,,,,2.8,,,250.7,,,12.63,,"Oxnard-Thousand Oaks-Ventura, CA Metro Area","Oxnard-Thousand Oaks-Ventura, CA Metro Area",835790.0,36.9,49.6,50.4,37100.0,77335.0,7.9,19.7,9.7,47.5,1.6,41.2,6.8,8.7,6.2,5.7,29.2,13.5,27.8,15.3,3.0
2014,CA,California,Redding,659920,"89,861","(40.5697591271, -122.365026322)",2014_500_Cities_2016_release,"Redding, CA Metro Area",387.0,CA,Redding,cities,10,40.51462,-122.29773,"REDDING AIRPORT, CA US",1182.5,0.0,25.0,0.0,241.0,120.0,-3.8,43.9,1278.9,863.1,18.31,25.73,10.88,,"Redding, CA Metro Area","Redding, CA Metro Area",178520.0,41.9,49.1,50.9,39820.0,44556.0,9.8,12.4,2.7,81.5,0.9,8.9,2.5,9.8,6.1,7.2,20.7,13.6,27.1,13.3,2.9
2014,CA,California,Riverside,662000,"303,871","(33.9381251685, -117.394845824)",2014_500_Cities_2016_release,"Riverside-San Bernardino-Ontario, CA Metro Area",390.0,CA,Riverside,cities,10,33.95282,-117.43523,"RIVERSIDE MUNICIPAL AIRPORT, CA US",1273.7,0.0,0.0,0.0,308.0,119.0,0.6,42.2,467.2,135.6,20.62,27.95,13.29,,"Riverside-San Bernardino-Ontario, CA Metro Area","Riverside-San Bernardino-Ontario, CA Metro Area",4345485.0,33.2,49.7,50.3,40140.0,55362.0,7.3,12.6,9.7,35.2,7.0,48.4,6.2,9.1,6.1,6.2,26.7,13.3,29.4,14.5,3.0
2014,CA,California,Sacramento,664000,"466,488","(38.5666321567, -121.468299801)",2014_500_Cities_2016_release,"Sacramento-Roseville-Folsom, CA Metro Area",397.0,CA,Sacramento,cities,10,38.50659,-121.49604,"SACRAMENTO AIRPORT ASOS, CA US",846.5,0.0,11.0,0.0,239.0,88.0,-1.0,41.1,1149.6,476.2,17.97,25.19,10.74,,"Sacramento-Roseville-Folsom, CA Metro Area",,,,,,,,,,,,,,,9.3,5.9,6.3,24.1,13.2,27.3,13.9,3.1
2014,CA,California,Salinas,664224,"150,441","(36.6889174321, -121.631811961)",2014_500_Cities_2016_release,"Salinas, CA Metro Area",404.0,CA,Salinas,cities,10,36.66352,-121.60928,"SALINAS AIRPORT, CA US",137.1,0.0,0.0,0.0,204.0,9.0,1.1,36.1,1190.2,331.1,16.12,21.43,10.8,,"Salinas, CA Metro Area","Salinas, CA Metro Area",424927.0,33.3,51.3,48.7,41500.0,58582.0,7.0,12.9,19.1,31.9,2.6,56.5,6.0,9.0,6.6,6.4,30.1,14.8,29.8,16.9,3.2
2014,CA,California,San Diego,666000,"1,307,402","(32.8355639418, -117.119792061)",2014_500_Cities_2016_release,"San Diego-Chula Vista-Carlsbad, CA Metro Area",409.0,CA,San Diego,cities,10,32.7336,-117.1831,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",796.7,0.0,0.0,0.0,253.0,13.0,6.1,36.1,329.3,197.9,19.74,23.24,16.25,,"San Diego-Chula Vista-Carlsbad, CA Metro Area",,,,,,,,,,,,,,,8.0,5.2,4.9,21.0,11.0,22.2,11.0,2.5
2014,CA,California,San Francisco,667000,"805,235","(37.7559136611, -122.440987876)",2014_500_Cities_2016_release,"San Francisco-Oakland-Fremont, CA Metro Area",411.0,CA,San Francisco,cities,10,37.61962,-122.36562,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",259.8,0.0,0.0,0.0,176.0,8.0,5.0,35.0,1159.6,525.8,16.68,20.89,12.47,,"San Francisco-Oakland-Fremont, CA Metro Area",,,,,,,,,,,,,,,7.7,4.7,4.3,20.1,9.8,18.4,10.1,2.3
2014,CA,California,San Jose,668000,"945,942","(37.3003963176, -121.847228423)",2014_500_Cities_2016_release,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",412.0,CA,San Jose,cities,10,37.4058,-122.0481,"MOFFETT FEDERAL AIRFIELD, CA US",339.1,0.0,0.0,0.0,225.0,7.0,1.7,35.0,1027.1,396.9,16.99,22.18,11.79,,"San Jose-Sunnyvale-Santa Clara, CA Metro Area","San Jose-Sunnyvale-Santa Clara, CA Metro Area",1898457.0,36.6,50.2,49.8,41940.0,92960.0,6.5,25.0,6.6,34.2,2.4,27.7,32.0,7.8,4.8,4.4,21.7,10.3,20.5,10.7,2.3
2014,CA,California,Santa Maria,669196,"99,553","(34.9333735757, -120.443326954)",2014_500_Cities_2016_release,"Santa Maria-Santa Barbara, CA Metro Area",416.0,CA,Santa Maria,cities,10,34.4241,-119.84249,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",277.0,0.0,0.0,0.0,247.0,9.0,0.6,37.2,965.0,292.5,17.0,22.82,11.18,,"Santa Maria-Santa Barbara, CA Metro Area","Santa Maria-Santa Barbara, CA Metro Area",431555.0,33.6,50.1,49.9,42200.0,63409.0,7.0,18.1,13.2,46.8,1.6,43.7,4.8,9.6,6.8,7.1,30.0,15.3,29.3,17.5,3.3
2014,CA,California,Santa Rosa,670098,"167,815","(38.4464423102, -122.706005935)",2014_500_Cities_2016_release,"Santa Rosa-Petaluma, CA Metro Area",417.0,CA,Santa Rosa,cities,10,38.50369,-122.81101,"SANTA ROSA SONOMA CO AIRPORT, CA US",261.0,0.0,24.0,0.0,241.0,36.0,-4.9,37.8,,764.3,15.69,23.23,8.14,,"Santa Rosa-Petaluma, CA Metro Area",,,,,,,,,,,,,,,8.8,5.4,5.6,20.1,12.2,23.2,11.9,2.5
2014,CA,California,Stockton,675000,"291,707","(37.9766322679, -121.311121669)",2014_500_Cities_2016_release,"Stockton-Lodi, CA Metro Area",439.0,CA,Stockton,cities,10,37.88997,-121.22637,"STOCKTON AIRPORT, CA US",899.3,0.0,19.0,0.0,243.0,102.0,-2.7,41.1,1227.3,361.8,17.98,25.61,10.34,,"Stockton-Lodi, CA Metro Area","Stockton-Lodi, CA Metro Area",701050.0,33.2,49.7,50.3,44700.0,53253.0,8.2,11.7,12.2,34.9,6.7,39.7,14.3,9.4,6.4,6.7,31.0,14.1,29.4,15.7,3.4
2014,CA,California,Vallejo,681666,"115,942","(38.1135329247, -122.235518478)",2014_500_Cities_2016_release,"Vallejo, CA Metro Area",458.0,CA,Vallejo,cities,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,5.5,5.7,24.6,12.2,26.6,12.8,3.0
2014,CA,California,Visalia,682954,"124,442","(36.3270623157, -119.325273214)",2014_500_Cities_2016_release,"Visalia, CA Metro Area",462.0,CA,Visalia,cities,10,36.32833,-119.2997,"VISALIA, CA US",,,,,,,,,,,,,,,"Visalia, CA Metro Area",,,,,,,,,,,,,,,9.0,6.1,6.4,25.1,13.2,29.4,14.1,2.9
2014,CO,Colorado,Boulder,807850,"97,385","(40.0275510494, -105.25151776)",2014_500_Cities_2016_release,"Boulder, CO Metro Area",143.0,CO,Boulder,cities,10,39.99282,-105.26683,"BOULDER, CO US",285.5,10.0,144.0,20.0,168.0,18.0,-25.6,36.1,3123.8,599.6,10.71,18.48,2.94,,"Boulder, CO Metro Area","Boulder, CO Metro Area",305166.0,35.7,50.2,49.8,14500.0,69407.0,5.6,31.6,3.2,78.8,0.8,13.6,4.2,8.6,4.4,4.1,11.6,8.7,16.6,8.8,2.2
2014,CO,Colorado,Colorado Springs,816000,"416,427","(38.8672748077, -104.760664479)",2014_500_Cities_2016_release,"Colorado Springs, CO Metro Area",175.0,CO,Colorado Springs,cities,10,38.80949,-104.68873,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",258.3,10.0,164.0,25.0,154.0,17.0,-26.0,35.6,3408.2,433.6,9.8,17.54,2.06,,"Colorado Springs, CO Metro Area","Colorado Springs, CO Metro Area",669070.0,34.1,50.2,49.8,17820.0,57735.0,10.4,20.7,2.2,71.7,5.5,15.4,2.5,8.5,4.9,4.9,17.0,10.0,23.3,10.1,2.5
2014,CO,Colorado,Denver,820000,"600,158","(39.7620283743, -104.876365322)",2014_500_Cities_2016_release,"Denver-Aurora-Centennial, CO Metro Area",192.0,CO,Denver,cities,10,39.84657,-104.65623,"DENVER INTERNATIONAL AIRPORT, CO US",378.4,14.0,150.0,24.0,168.0,29.0,-28.2,37.8,,477.7,10.32,18.11,2.53,,"Denver-Aurora-Centennial, CO Metro Area",,,,,,,,,,,,,,,8.8,4.9,4.8,16.7,10.1,19.7,11.1,2.7
2014,CO,Colorado,Fort Collins,827425,"143,986","(40.5487758924, -105.065904872)",2014_500_Cities_2016_release,"Fort Collins-Loveland, CO Metro Area",221.0,CO,Fort Collins,cities,10,40.57629,-105.08575,"FORT COLLINS, CO US",290.0,12.0,144.0,25.0,162.0,21.0,-26.7,37.2,3320.0,425.1,10.25,18.0,2.51,,"Fort Collins-Loveland, CO Metro Area",,,,,,,,,,,,,,,8.8,4.6,4.6,14.5,9.4,20.1,9.5,2.3
2014,CO,Colorado,Greeley,832155,"92,889","(40.4141369521, -104.771170982)",2014_500_Cities_2016_release,"Greeley, CO Metro Area",237.0,CO,Greeley,cities,10,40.40233,-104.69907,"GREELEY UNC, CO US",394.5,13.0,155.0,26.0,180.0,36.0,-27.2,37.8,3161.1,485.9,10.76,18.99,2.52,,"Greeley, CO Metro Area","Greeley, CO Metro Area",265066.0,33.7,50.2,49.8,24540.0,58100.0,8.0,16.6,6.6,67.1,1.0,28.5,1.3,9.0,5.3,5.6,22.1,11.4,27.0,12.1,2.7
2014,CO,Colorado,Pueblo,862000,"106,595","(38.2733957251, -104.612001218)",2014_500_Cities_2016_release,"Pueblo, CO Metro Area",381.0,CO,Pueblo,cities,10,38.28868,-104.5057,"PUEBLO MEMORIAL AIRPORT, CO US",542.3,10.0,151.0,26.0,194.0,67.0,-27.1,39.4,3033.1,301.1,11.45,20.29,2.61,,"Pueblo, CO Metro Area","Pueblo, CO Metro Area",160757.0,38.8,49.2,50.8,39380.0,41974.0,9.2,13.2,5.1,53.4,1.7,42.0,0.7,9.1,5.7,5.8,23.8,12.0,30.6,13.5,3.0
2014,CT,Connecticut,Bridgeport,908000,"144,229","(41.1928054233, -73.196054694)",2014_500_Cities_2016_release,"Bridgeport-Stamford-Danbury, CT Metro Area",147.0,CT,Bridgeport,cities,10,41.16424,-73.12664,"IGOR I SIKORSKY MEMORIAL AIRPORT, CT US",471.9,0.0,104.0,28.0,136.0,2.0,-16.6,32.8,3148.9,1174.1,11.19,15.42,6.95,,"Bridgeport-Stamford-Danbury, CT Metro Area",,,,,,,,,,,,,,,10.5,6.5,7.1,29.7,14.3,32.5,14.0,3.7
2014,CT,Connecticut,Hartford,937000,"124,775","(41.7660706419, -72.6834012389)",2014_500_Cities_2016_release,"Hartford-West Hartford-East Hartford, CT Metro Area",248.0,CT,Hartford,cities,10,41.7352,-72.65115,"HARTFORD BRAINARD AIRPORT, CT US",381.4,1.0,123.0,35.0,139.0,5.0,-19.3,32.2,3359.8,1064.2,10.24,15.38,5.09,,"Hartford-West Hartford-East Hartford, CT Metro Area","Hartford-West Hartford-East Hartford, CT Metro Area",1215159.0,40.4,48.7,51.3,25540.0,68959.0,6.6,20.9,4.0,70.1,10.1,13.3,4.2,12.1,7.2,8.0,33.8,15.9,38.6,16.9,4.4
2014,CT,Connecticut,New Haven,952000,"129,779","(41.3113869392, -72.9247595793)",2014_500_Cities_2016_release,"New Haven, CT Metro Area",347.0,CT,New Haven,cities,10,41.259,-72.88911,"NEW HAVEN TWEED AIRPORT, CT US",458.5,0.0,104.0,30.0,139.0,0.0,-16.6,31.7,3272.3,828.9,11.06,15.71,6.41,,"New Haven, CT Metro Area",,,,,,,,,,,,,,,11.1,6.2,6.8,28.1,13.4,35.3,13.1,3.7
2014,CT,Connecticut,Waterbury,980000,"110,366","(41.5582443266, -73.036129832)",2014_500_Cities_2016_release,"Waterbury-Shelton, CT Metro Area",467.0,CT,Waterbury,cities,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,6.5,7.5,29.0,14.5,34.5,13.7,3.4
2014,FL,Florida,Cape Coral,1210275,"154,305","(26.6448544993, -81.9931108298)",2014_500_Cities_2016_release,"Cape Coral-Fort Myers, FL Metro Area",154.0,FL,Cape Coral,cities,9,26.58495,-81.86146,"FORT MYERS PAGE FIELD AIRPORT, FL US",2211.9,0.0,0.0,0.0,343.0,131.0,2.8,36.1,102.3,,23.98,29.24,18.72,,"Cape Coral-Fort Myers, FL Metro Area","Cape Coral-Fort Myers, FL Metro Area",647554.0,46.4,49.0,51.0,15980.0,47908.0,7.0,16.5,5.5,69.9,8.2,19.0,1.5,8.5,6.2,6.8,20.8,13.0,25.5,11.8,2.7
2014,FL,Florida,Deltona,1217200,"85,182","(28.905060048, -81.2134269839)",2014_500_Cities_2016_release,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",191.0,FL,Deltona,cities,9,29.17351,-81.07185,"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",1664.9,0.0,1.0,0.0,308.0,64.0,-0.5,36.1,348.5,1622.2,21.7,26.81,16.59,,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area","Deltona-Daytona Beach-Ormond Beach, FL Metro Area",597824.0,46.4,48.6,51.4,19660.0,42571.0,8.6,14.3,3.6,74.4,10.2,11.3,1.8,9.0,6.7,7.5,25.9,14.0,27.3,13.3,3.0
2014,FL,Florida,Gainesville,1225175,"124,354","(29.6817027431, -82.345278266)",2014_500_Cities_2016_release,"Gainesville, FL Metro Area",226.0,FL,"Gainesville, FL",cities,9,29.6917,-82.27603,"GAINESVILLE REGIONAL AIRPORT, FL US",1414.2,0.0,17.0,0.0,290.0,84.0,-4.3,36.1,626.1,1314.5,20.14,26.37,13.91,,"Gainesville, FL Metro Area","Gainesville, FL Metro Area",268707.0,31.0,48.6,51.4,23540.0,41961.0,9.4,19.4,3.2,64.5,18.9,8.5,5.2,9.3,6.4,7.4,22.6,13.7,27.9,13.2,3.3
2014,FL,Florida,Jacksonville,1235000,"821,784","(30.3319820139, -81.6752266207)",2014_500_Cities_2016_release,"Jacksonville, FL Metro Area",267.0,FL,"Jacksonville, FL",cities,9,30.49529,-81.69374,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1417.9,0.0,13.0,0.0,277.0,78.0,-5.5,37.2,745.7,1409.4,19.91,25.79,14.02,,"Jacksonville, FL Metro Area","Jacksonville, FL Metro Area",1380995.0,37.7,48.7,51.3,27260.0,52067.0,8.7,19.1,3.3,65.0,21.2,7.5,3.5,9.2,6.4,7.4,25.5,13.8,30.6,12.9,3.4
2014,FL,Florida,Lakeland,1238250,"97,422","(28.0558482664, -81.9539536462)",2014_500_Cities_2016_release,"Lakeland-Winter Haven, FL Metro Area",292.0,FL,Lakeland,cities,9,28.0,-82.05,"LAKELAND LINDER REGIONAL AIRPORT, FL US",1856.0,0.0,1.0,0.0,329.0,127.0,0.0,36.1,237.8,1570.1,22.54,28.44,16.65,,"Lakeland-Winter Haven, FL Metro Area","Lakeland-Winter Haven, FL Metro Area",617323.0,40.3,49.0,51.0,29460.0,43063.0,6.8,12.2,7.1,63.2,14.6,18.6,1.7,9.7,6.9,8.2,26.0,14.7,31.2,13.8,3.4
2014,FL,Florida,Miami,1245000,"399,457","(25.782295897, -80.2215647762)",2014_500_Cities_2016_release,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",325.0,FL,Miami,cities,9,25.82726,-80.28592,"HIALEAH, FL US",2435.4,0.0,0.0,0.0,350.0,66.0,7.2,35.0,45.8,1635.9,24.81,28.67,20.95,,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",5775204.0,40.2,48.5,51.5,33100.0,48435.0,7.8,18.5,7.8,33.7,20.1,42.4,2.3,8.5,7.2,6.6,32.8,14.8,32.1,16.6,3.6
